date,rv_cc_7d,rv_cc_14d,rv_cc_21d,rv_cc_30d,rv_cc_60d,rv_cc_90d,rv_park_7d,rv_park_14d,rv_park_21d,rv_park_30d,rv_park_60d,rv_park_90d,rv_gk_7d,rv_gk_14d,rv_gk_21d,rv_gk_30d,rv_gk_60d,rv_gk_90d,rv_yz_7d,rv_yz_14d,rv_yz_21d,rv_yz_30d,rv_yz_60d,rv_yz_90d
2014-10-13,0.4113413136407694,0.7389533217171294,0.7569000789682166,,,,0.7873871561922697,0.9575559729697913,0.8651851947079084,,,,0.8496634521566092,1.0352603711526225,0.9085821303922094,,,,0.8191060606795276,1.0130078776218068,0.8883744880602689,,,
2014-10-14,0.40872605524092825,0.7353634596363683,0.6801265457165433,,,,0.779442486615411,0.9598643801148329,0.8312865709088619,,,,0.8363944141909153,1.0395445614752343,0.886389506766116,,,,0.8088380697283825,1.0203560548448904,0.8684620285122885,,,
2014-10-15,0.4444602015073896,0.7389971578428974,0.6730859304405736,,,,0.7138561511432298,0.9618456123801534,0.8310488195335708,,,,0.7790822012501035,1.0413856824232064,0.8883961980626215,,,,0.7614346981026413,1.022869109620906,0.8706446274574008,,,
2014-10-16,0.5278369283958542,0.748657205614997,0.6756212042507106,,,,0.6480017980819859,0.9781070561506003,0.8434476790025404,0.8377211329045047,,,0.6979432393395237,1.0602961154913264,0.9037897185265087,0.8697202843747814,,,0.6826217137832647,1.0408863804217239,0.8850216967989346,,,
2014-10-17,0.5118133494120279,0.7089423021498514,0.6732715660956653,0.7532366533812058,,,0.6031147365696669,0.9674401065529402,0.8410686994590684,0.8364946120936763,,,0.6408011010427833,1.0553286124015395,0.9017837419445321,0.8689876738390334,,,0.634354222976359,1.0361252541748773,0.8842210214767403,0.8515693413839146,,
2014-10-18,0.5142367688431884,0.48830800720614825,0.678069790182961,0.715783522691936,,,0.6151996422200199,0.9135399325195577,0.8456022852443504,0.8141998121519477,,,0.6509240942112197,1.025324238286255,0.9066437592684589,0.8531365660560941,,,0.6422746211522388,1.0013875164433697,0.8887610294224405,0.8345077929169804,,
2014-10-19,0.4400648160898698,0.45281928646341685,0.6318600270921952,0.6703275538169592,,,0.5567115603802821,0.7592499123499709,0.829230147234693,0.7839425025565631,,,0.6046398539196263,0.8366909581688196,0.8977724041377326,0.8275363055352705,,,0.597394839472725,0.8064158745158416,0.8793631474112608,0.8094558518055114,,
2014-10-20,0.39727375705357953,0.47053853058622896,0.6363477201637564,0.6602031564738067,,,0.47415076540001555,0.6499221038193617,0.8283811182198823,0.7675028872941987,,,0.5132214894561254,0.7018989525459667,0.8957165417321291,0.8087458281690897,,,0.5166375605740677,0.6885073534359667,0.8774024495144452,0.7911276307890129,,
2014-10-21,0.3353498902610305,0.4686170772754465,0.6247771919642315,0.656161134154039,,,0.44036316871556,0.6330285579270589,0.8239334473098485,0.7636321417924147,,,0.4786715711419653,0.6814257439770242,0.8926425681844875,0.8048660327421537,,,0.47184525297167396,0.6677767490474704,0.8749106358051186,0.7880782913810203,,
2014-10-22,0.32643844077814244,0.4251181782807588,0.6247719904996978,0.6557778935470214,,,0.42094877696921856,0.5859984971639888,0.8220891754024793,0.7627032870834572,,,0.45783764043665787,0.6389774570770527,0.8904275347855286,0.8036406788749888,,,0.45019056228930315,0.6263752998824523,0.8729814513866936,0.7868581197247542,,
2014-10-23,0.5369606717846618,0.535592030022301,0.6786799649533856,0.6243826775833832,,,0.4533584322694501,0.5592138224450913,0.8404206674225712,0.7458537409118441,,,0.4238113930070277,0.5773823958964739,0.8996428554144046,0.787669019679236,,,0.42088332581315036,0.5669270978409903,0.8827478606226292,0.7706843625830276,,
2014-10-24,0.5327778879680942,0.5336821480340901,0.6554597945197737,0.6192437401487508,,,0.45837880936368564,0.5356577817698388,0.8330649939446498,0.7450445230658137,,,0.43138117936340803,0.5462214628731684,0.8969441978584256,0.7891508286910364,,,0.42104678762150244,0.539418429937343,0.8796464263987294,0.7720126040792499,,
